Class,Policy
Mitigation,"Reduce energy use by an average of 14% in existing commercial space that complete the energy audits and implement recommended retrofits. Estimated 44 businesses will implement energy retrofits (reduce 1,651,021 kWh and 14,551 therms)."
Mitigation,"Reduce energy use by an average of 25% in n existing commercial space that complete the energy audits and implement recommended energy retrofits. Estimated 300 businesses will implement energy retrofits (reduce 20,148,154 kWh and 168,436 therms)."
Mitigation,"Reduce energy use by an average of 25% in existing commercial space that complete the energy audits and implement recommended retrofits. Estimated 300 businesses will implement energy retrofits (reduce 20,148,154 kWh and 168,436 therms)."
Mitigation,An estimated 70 new businesses will reduce energy use by 14% in new commercial space
Mitigation,An estimated 165 new businesses will reduce energy use by 14% in new commercial space
Mitigation,"Reduce energy use by 1,334,745 kWh26"
Mitigation,"Reduce energy use by 1,534,958 kWh"
Mitigation,"80,000 square feet of commercial and municipal roofs using enhanced cool roofs saving 22,686 kWh."
Mitigation,"120,000 square feet of commercial and municipal roofs using enhanced cool roofs saving 34,029 kWh."
Mitigation,"Reduce 233,940 VMT by 2030"
Mitigation,"Reduce 233,940 VMT by 2035"
Mitigation,"Reduce 230,387 VMT by 2030"
Mitigation,"Reduce 230,387 0 VMT by 2035"
Mitigation,"Install 3,000 e-chargers"
Mitigation,"Install 4,500 e-chargers"
Mitigation,"Retime 40 traffic signals, replace 10 existing traffic signals with Smart Signals, and install 1 roundabout."
Mitigation,Retime a total of 60 traffic signals.
Mitigation,Divert 70 percent total solid waste generated in the City.
Mitigation,Divert 80 percent total solid waste generated in the City
Mitigation,Install a total of 3.1 Megawatts (MW) of PV solar within the City of Santee
Mitigation,Install a total of 4.7 MW of PV solar within the City of Santee
Mitigation,CCA Program to include a 100 percent renewable energy goal and achieve at least 75 percent zero emissions renewable energy with 95 percent public participation.
Mitigation,CCA Program to include a 100 percent renewable energy goal and achieve at least 85 percent zero emissions renewable energy with 95 percent public participation.
Mitigation,"As municipal appliances wear out, the City would replace them with Energy Star or energy efficient equipment."
Mitigation,"Upgrading roofs to materials with high albedo can reduce outdoor and indoor temperatures, thereby also reducing energy demand for air conditioning."
Mitigation,"The City could upgrade its heating, ventilation, and air conditioning (HVAC) systems to save energy."
Mitigation,"An upgrade of all 1,986 City-owned streetlights is ongoing. Other outdoor lights (e.g. traffic signals, park lighting, etc.) can or will also be retrofitted."
